city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Pvt Ltd,2,29,0.0
0.624,Not provided,No relevent experience,No Enrollment,Graduate,STEM,4,8.0,Pvt Ltd,0,140,1.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,No Major,9,1.0,Funded Startup,1,32,0.0
0.6659999999999999,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,2,4.0,Public Sector,1,7,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,5.0,Pvt Ltd,1,28,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,Business Degree,15,6.0,Pvt Ltd,5,98,0.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,2.0,Pvt Ltd,5,64,0.0
0.923,Not provided,Has relevent experience,No Enrollment,Graduate,Humanities,20,3.0,Pvt Ltd,5,125,0.0
0.91,Male,Has relevent experience,No Enrollment,Masters,STEM,15,8.0,Pvt Ltd,5,6,0.0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,7,4.0,Pvt Ltd,1,154,0.0
0.649,Male,Has relevent experience,No Enrollment,Masters,STEM,1,2.0,Public Sector,0,48,1.0
0.68,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,2,100,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,2,7,0.0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,4.0,Public Sector,1,11,0.0
0.92,Male,No relevent experience,No Enrollment,Masters,STEM,11,4.0,Pvt Ltd,5,70,0.0
0.624,Not provided,No relevent experience,No Enrollment,Masters,STEM,9,6.0,Pvt Ltd,1,11,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,11,8.0,Pvt Ltd,2,38,0.0
0.926,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,1,68,0.0
0.866,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,1.0,Pvt Ltd,1,66,0.0
0.926,Not provided,Has relevent experience,No Enrollment,Masters,STEM,7,2.0,Early Stage Startup,1,17,0.0
0.836,Male,Has relevent experience,No Enrollment,Phd,STEM,20,4.0,Funded Startup,0,43,0.0
0.55,Male,No relevent experience,Full time course,High School,STEM,2,3.0,Funded Startup,1,10,1.0
0.939,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,3.0,Pvt Ltd,3,47,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,5.0,Pvt Ltd,2,85,0.0
0.926,Male,No relevent experience,Full time course,Masters,STEM,11,2.0,Public Sector,1,11,0.0
0.893,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,5,70,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,2,18,0.0
0.855,Male,No relevent experience,No Enrollment,Masters,Business Degree,15,4.0,Funded Startup,2,23,0.0
0.915,Male,No relevent experience,No Enrollment,Graduate,STEM,15,4.0,Pvt Ltd,1,204,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,16,6.0,Other,5,56,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,3.0,Early Stage Startup,2,26,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,5.0,Pvt Ltd,0,12,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,8.0,Pvt Ltd,5,143,0.0
0.92,Male,Has relevent experience,Part time course,High School,STEM,8,5.0,Public Sector,2,134,1.0
0.579,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,3.0,Pvt Ltd,1,14,1.0
0.762,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,NGO,1,11,0.0
0.556,Male,Has relevent experience,Full time course,High School,STEM,13,3.0,Pvt Ltd,1,48,1.0
0.887,Male,Has relevent experience,Part time course,Graduate,STEM,8,3.0,Pvt Ltd,1,28,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,4,10,0.0
0.512,Male,Has relevent experience,Full time course,Graduate,STEM,18,8.0,Pvt Ltd,5,58,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,8,3.0,Pvt Ltd,2,8,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,5,3.0,Pvt Ltd,1,46,0.0
0.92,Not provided,Has relevent experience,Part time course,Graduate,STEM,4,1.0,Public Sector,1,45,0.0
0.878,Male,No relevent experience,Full time course,Graduate,STEM,16,4.0,Funded Startup,0,139,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,6.0,Pvt Ltd,5,101,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,1,44,0.0
0.92,Female,Has relevent experience,No Enrollment,Masters,STEM,15,8.0,Pvt Ltd,5,55,0.0
0.926,Female,No relevent experience,No Enrollment,Masters,STEM,13,5.0,Public Sector,5,44,0.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,Humanities,9,3.0,Pvt Ltd,1,50,0.0
0.884,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Funded Startup,5,53,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,0,3.0,Pvt Ltd,1,55,1.0
0.55,Not provided,Has relevent experience,No Enrollment,Masters,STEM,7,1.0,Early Stage Startup,1,29,0.0
0.92,Not provided,No relevent experience,No Enrollment,Graduate,STEM,3,5.0,Pvt Ltd,2,20,0.0
0.926,Male,No relevent experience,No Enrollment,High School,Humanities,5,8.0,Pvt Ltd,5,46,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,2.0,Pvt Ltd,3,94,0.0
0.775,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,3.0,Funded Startup,3,12,0.0
0.493,Male,Has relevent experience,No Enrollment,Masters,STEM,11,4.0,Funded Startup,1,18,1.0
0.926,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Pvt Ltd,5,28,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,1,1.0,Pvt Ltd,1,200,0.0
0.804,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,5,6.0,Pvt Ltd,1,31,0.0
0.624,Female,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,0,10,0.0
0.926,Not provided,Has relevent experience,Full time course,Masters,STEM,4,8.0,Pvt Ltd,2,24,0.0
0.743,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,1,6,0.0
0.884,Male,Has relevent experience,No Enrollment,High School,STEM,10,4.0,Pvt Ltd,1,96,0.0
0.516,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,6.0,Pvt Ltd,1,130,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,15,4.0,Funded Startup,1,136,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,6,4.0,Pvt Ltd,2,160,1.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,2.0,Funded Startup,1,69,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,8.0,Pvt Ltd,4,100,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,8.0,Pvt Ltd,1,156,0.0
0.924,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,12,5.0,Funded Startup,2,64,0.0
0.836,Not provided,Has relevent experience,No Enrollment,Masters,STEM,11,3.0,Funded Startup,0,144,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,4.0,Pvt Ltd,0,39,1.0
0.555,Not provided,No relevent experience,Full time course,Graduate,STEM,4,3.0,Funded Startup,1,106,1.0
0.884,Male,Has relevent experience,No Enrollment,Masters,STEM,15,3.0,Public Sector,1,46,0.0
0.527,Female,No relevent experience,Full time course,Masters,STEM,3,4.0,Public Sector,2,124,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,5.0,NGO,5,36,0.0
0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,7.0,Pvt Ltd,1,141,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,15,8.0,Pvt Ltd,0,6,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,5.0,Pvt Ltd,5,20,0.0
0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,5.0,Funded Startup,1,46,0.0
0.698,Male,Has relevent experience,No Enrollment,Masters,STEM,8,3.0,Pvt Ltd,1,37,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,20,1.0,Pvt Ltd,0,14,0.0
0.6659999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,8,4.0,Pvt Ltd,1,37,1.0
0.926,Not provided,Has relevent experience,No Enrollment,High School,STEM,20,6.0,Pvt Ltd,0,123,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,3.0,Pvt Ltd,5,25,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Pvt Ltd,5,51,0.0
0.92,Not provided,No relevent experience,No Enrollment,High School,Humanities,0,4.0,Pvt Ltd,0,94,0.0
0.92,Male,No relevent experience,No Enrollment,Graduate,STEM,16,8.0,Pvt Ltd,1,24,0.0
0.698,Male,No relevent experience,Full time course,Masters,STEM,2,4.0,Funded Startup,2,9,0.0
0.903,Male,Has relevent experience,No Enrollment,Masters,STEM,9,2.0,Pvt Ltd,1,12,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Pvt Ltd,1,48,1.0
0.479,Not provided,No relevent experience,No Enrollment,High School,Humanities,0,4.0,Pvt Ltd,0,50,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,3.0,Funded Startup,1,74,1.0
0.738,Female,Has relevent experience,No Enrollment,High School,STEM,8,4.0,Funded Startup,0,28,0.0
0.92,Female,Has relevent experience,No Enrollment,Graduate,STEM,8,6.0,Pvt Ltd,4,84,0.0
0.915,Male,No relevent experience,Full time course,High School,STEM,2,4.0,Funded Startup,1,34,0.0
0.913,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,3,154,0.0
0.647,Not provided,No relevent experience,Full time course,Graduate,STEM,5,5.0,Funded Startup,1,28,0.0
0.926,Male,Has relevent experience,No Enrollment,High School,STEM,20,1.0,Pvt Ltd,0,12,0.0
0.855,Male,No relevent experience,Full time course,High School,STEM,8,4.0,Pvt Ltd,0,67,0.0
0.487,Male,Has relevent experience,Part time course,Graduate,STEM,1,4.0,Pvt Ltd,5,9,1.0
0.915,Male,Has relevent experience,No Enrollment,Graduate,Humanities,3,3.0,Pvt Ltd,2,68,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,3.0,Pvt Ltd,1,75,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,Other,20,4.0,Funded Startup,4,11,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,15,1.0,Early Stage Startup,1,61,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,10,3.0,Pvt Ltd,1,41,0.0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,14,7.0,Pvt Ltd,1,87,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Arts,10,4.0,Funded Startup,2,8,0.0
0.939,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,11,4.0,Pvt Ltd,5,67,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,5.0,Pvt Ltd,5,41,0.0
0.727,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,1,70,0.0
0.762,Male,Has relevent experience,No Enrollment,Masters,STEM,10,4.0,Pvt Ltd,5,97,0.0
0.939,Male,Has relevent experience,No Enrollment,High School,STEM,14,3.0,Funded Startup,3,11,0.0
0.923,Male,Has relevent experience,No Enrollment,Masters,STEM,10,3.0,Pvt Ltd,1,34,0.0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,4.0,Public Sector,2,48,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,15,2.0,Pvt Ltd,1,82,0.0
0.89,Not provided,Has relevent experience,No Enrollment,High School,STEM,14,3.0,Pvt Ltd,1,24,0.0
0.924,Male,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Pvt Ltd,1,9,0.0
0.555,Not provided,Has relevent experience,Full time course,Graduate,STEM,2,5.0,NGO,1,17,1.0
0.897,Male,Has relevent experience,No Enrollment,Phd,STEM,14,3.0,Pvt Ltd,3,8,0.0
0.925,Not provided,Has relevent experience,Part time course,Masters,STEM,16,3.0,Pvt Ltd,5,206,0.0
0.926,Male,Has relevent experience,No Enrollment,High School,STEM,11,3.0,Pvt Ltd,1,9,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,8.0,Pvt Ltd,1,5,0.0
0.624,Male,No relevent experience,Full time course,High School,STEM,10,2.0,Early Stage Startup,1,102,1.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,4.0,Pvt Ltd,1,163,0.0
0.92,Male,No relevent experience,Full time course,Masters,STEM,14,4.0,Public Sector,1,5,1.0
0.487,Male,No relevent experience,Full time course,Graduate,STEM,1,6.0,Pvt Ltd,0,3,0.0
0.664,Male,Has relevent experience,Full time course,Masters,STEM,15,5.0,Funded Startup,5,42,1.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,3.0,Funded Startup,1,8,0.0
0.856,Male,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Pvt Ltd,1,124,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,17,6.0,Pvt Ltd,5,22,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,7.0,Other,1,172,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Masters,STEM,19,5.0,Funded Startup,5,51,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,8.0,Pvt Ltd,0,37,0.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,4.0,Pvt Ltd,5,74,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,12,6.0,Pvt Ltd,4,66,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,20,8.0,Pvt Ltd,4,40,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,3.0,Pvt Ltd,4,50,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,4,2.0,Early Stage Startup,1,116,1.0
0.92,Other,No relevent experience,Full time course,Graduate,STEM,11,7.0,Pvt Ltd,1,16,0.0
0.893,Female,Has relevent experience,No Enrollment,High School,STEM,18,5.0,Pvt Ltd,5,210,0.0
0.5579999999999999,Not provided,No relevent experience,Full time course,High School,STEM,8,4.0,Funded Startup,1,94,1.0
0.92,Other,Has relevent experience,No Enrollment,Graduate,STEM,16,4.0,Pvt Ltd,0,142,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,4.0,Pvt Ltd,1,32,0.0
0.479,Male,Has relevent experience,Part time course,Masters,STEM,19,5.0,Funded Startup,1,31,1.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,3.0,Funded Startup,1,91,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,6.0,Pvt Ltd,1,106,0.0
0.649,Male,Has relevent experience,Full time course,Masters,STEM,3,2.0,Early Stage Startup,4,7,1.0
0.949,Male,No relevent experience,No Enrollment,Masters,Business Degree,20,6.0,Pvt Ltd,5,165,0.0
0.926,Not provided,Has relevent experience,Full time course,Phd,STEM,2,8.0,Pvt Ltd,0,47,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Pvt Ltd,2,66,0.0
0.555,Male,No relevent experience,Full time course,Graduate,STEM,14,5.0,Funded Startup,1,26,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,15,6.0,Pvt Ltd,4,53,0.0
0.926,Male,Has relevent experience,No Enrollment,Phd,STEM,20,4.0,Pvt Ltd,4,30,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,3.0,Pvt Ltd,0,24,1.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,8.0,Pvt Ltd,2,110,1.0
0.649,Male,Has relevent experience,Full time course,Graduate,STEM,15,5.0,Funded Startup,5,31,1.0
0.8270000000000001,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,8.0,Pvt Ltd,0,10,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Pvt Ltd,2,17,1.0
0.493,Male,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,NGO,5,35,1.0
0.926,Male,Has relevent experience,No Enrollment,Masters,STEM,20,1.0,Pvt Ltd,5,8,0.0
0.926,Male,No relevent experience,Part time course,High School,STEM,3,4.0,Funded Startup,1,49,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,4.0,Pvt Ltd,5,59,1.0
0.92,Male,No relevent experience,No Enrollment,High School,Humanities,0,3.0,Funded Startup,0,60,0.0
0.91,Male,Has relevent experience,Full time course,Graduate,STEM,2,7.0,Pvt Ltd,1,170,0.0
0.5579999999999999,Not provided,Has relevent experience,Full time course,Masters,STEM,15,6.0,Pvt Ltd,1,72,1.0
0.925,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,6,4.0,Pvt Ltd,1,32,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,4.0,Pvt Ltd,1,40,1.0
0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,1.0,Public Sector,1,54,0.0
0.924,Male,Has relevent experience,No Enrollment,Graduate,STEM,19,5.0,Funded Startup,1,59,0.0
0.698,Not provided,Has relevent experience,Full time course,Graduate,STEM,3,3.0,Pvt Ltd,1,20,0.0
0.624,Not provided,No relevent experience,Full time course,Graduate,STEM,7,6.0,Pvt Ltd,0,51,1.0
0.884,Not provided,Has relevent experience,No Enrollment,Masters,STEM,8,4.0,Funded Startup,1,67,0.0
0.6890000000000001,Not provided,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Pvt Ltd,4,32,0.0
0.624,Male,Has relevent experience,No Enrollment,Graduate,No Major,5,2.0,Pvt Ltd,3,6,1.0
0.693,Male,Has relevent experience,Full time course,Graduate,STEM,11,3.0,Public Sector,2,24,1.0
0.555,Male,No relevent experience,Full time course,Graduate,STEM,7,4.0,Funded Startup,3,33,1.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,20,2.0,Pvt Ltd,5,63,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,13,3.0,Public Sector,3,66,0.0
0.698,Male,No relevent experience,Full time course,High School,STEM,9,4.0,Pvt Ltd,0,4,0.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,4,2.0,Pvt Ltd,1,6,1.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,7,3.0,Early Stage Startup,1,21,1.0
0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,8,7.0,Funded Startup,0,196,1.0
0.913,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,1.0,Early Stage Startup,0,15,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,13,4.0,Funded Startup,5,44,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,6.0,Pvt Ltd,5,61,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,16,8.0,Pvt Ltd,3,81,0.0
0.516,Male,No relevent experience,Full time course,Graduate,STEM,6,4.0,Pvt Ltd,0,53,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,No Major,19,6.0,Pvt Ltd,5,34,0.0
0.647,Female,No relevent experience,Full time course,Graduate,STEM,3,5.0,Pvt Ltd,0,16,1.0
0.5579999999999999,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,2.0,Early Stage Startup,1,21,1.0
0.804,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,14,3.0,Public Sector,2,48,0.0
0.516,Not provided,Has relevent experience,Full time course,Graduate,STEM,7,5.0,Pvt Ltd,4,47,1.0
0.884,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,4,3.0,Funded Startup,1,5,0.0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,10,5.0,Funded Startup,2,21,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,8,4.0,Funded Startup,1,48,0.0
0.518,Male,No relevent experience,Full time course,Phd,STEM,12,7.0,Public Sector,2,74,1.0
0.939,Male,Has relevent experience,No Enrollment,Masters,STEM,20,5.0,Pvt Ltd,0,50,0.0
0.92,Not provided,No relevent experience,Full time course,High School,STEM,0,5.0,Funded Startup,0,34,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,3,8.0,Pvt Ltd,0,63,0.0
0.624,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,14,8.0,Pvt Ltd,5,28,0.0
0.624,Not provided,Has relevent experience,Full time course,Masters,STEM,11,6.0,Pvt Ltd,1,72,1.0
0.563,Female,No relevent experience,Full time course,Graduate,STEM,3,2.0,Pvt Ltd,1,214,1.0
0.682,Male,No relevent experience,Full time course,Graduate,STEM,6,5.0,Funded Startup,0,151,1.0
0.897,Male,Has relevent experience,Part time course,Graduate,STEM,5,3.0,Pvt Ltd,4,58,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,5,5.0,Pvt Ltd,0,160,0.0
0.802,Male,Has relevent experience,No Enrollment,Masters,STEM,14,8.0,Pvt Ltd,4,63,0.0
0.804,Not provided,Has relevent experience,No Enrollment,Masters,STEM,3,5.0,Pvt Ltd,1,11,0.0
0.55,Male,Has relevent experience,Part time course,Graduate,STEM,10,5.0,Pvt Ltd,1,62,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,18,6.0,Public Sector,2,29,0.0
0.55,Female,No relevent experience,Full time course,Graduate,STEM,9,4.0,Pvt Ltd,0,40,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,5,192,0.0
0.624,Male,Has relevent experience,No Enrollment,Masters,STEM,3,4.0,Pvt Ltd,2,61,0.0
0.698,Female,No relevent experience,Part time course,High School,Humanities,0,4.0,Public Sector,5,67,0.0
0.698,Male,No relevent experience,No Enrollment,Graduate,STEM,20,1.0,Pvt Ltd,0,56,0.0
0.55,Not provided,No relevent experience,Full time course,Graduate,STEM,4,5.0,Public Sector,0,153,1.0
0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,4.0,Pvt Ltd,1,220,1.0
0.487,Male,Has relevent experience,Full time course,Graduate,STEM,11,4.0,Pvt Ltd,5,102,1.0
0.624,Not provided,Has relevent experience,No Enrollment,Masters,STEM,5,6.0,Pvt Ltd,1,110,0.0
0.91,Male,Has relevent experience,No Enrollment,Graduate,STEM,8,3.0,Funded Startup,1,51,0.0
0.923,Male,Has relevent experience,No Enrollment,Masters,STEM,11,1.0,Pvt Ltd,0,154,0.0
0.92,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,9,4.0,Funded Startup,1,131,0.0
0.563,Male,Has relevent experience,Full time course,Graduate,STEM,5,8.0,Pvt Ltd,2,28,1.0
0.91,Not provided,No relevent experience,No Enrollment,Graduate,STEM,14,4.0,Pvt Ltd,1,196,0.0
0.579,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,3.0,Pvt Ltd,4,27,1.0
0.624,Not provided,Has relevent experience,Full time course,Graduate,STEM,5,7.0,Pvt Ltd,2,4,0.0
0.556,Female,No relevent experience,Full time course,Phd,STEM,9,7.0,Public Sector,5,60,1.0
0.91,Male,Has relevent experience,No Enrollment,Masters,Humanities,14,8.0,Pvt Ltd,1,158,0.0
0.939,Male,Has relevent experience,Full time course,High School,STEM,8,4.0,Funded Startup,5,85,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,5,22,1.0
0.91,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,0,6.0,Pvt Ltd,1,60,0.0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,3.0,Funded Startup,1,158,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Humanities,20,4.0,Pvt Ltd,5,14,0.0
0.479,Male,Has relevent experience,No Enrollment,Masters,STEM,4,3.0,Pvt Ltd,1,85,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,Business Degree,3,4.0,Funded Startup,2,125,0.0
0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,4.0,Funded Startup,1,43,0.0
0.563,Not provided,Has relevent experience,No Enrollment,Graduate,STEM,10,1.0,NGO,5,108,0.0
0.926,Not provided,No relevent experience,No Enrollment,Phd,STEM,20,6.0,Public Sector,2,24,0.0
0.8270000000000001,Male,Has relevent experience,No Enrollment,High School,STEM,3,1.0,Early Stage Startup,1,9,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,8.0,Pvt Ltd,2,20,1.0
0.925,Male,No relevent experience,Full time course,High School,STEM,7,5.0,Pvt Ltd,0,47,0.0
0.866,Male,Has relevent experience,No Enrollment,Graduate,STEM,7,3.0,Pvt Ltd,1,47,0.0
0.698,Male,Has relevent experience,No Enrollment,Graduate,STEM,13,2.0,Early Stage Startup,1,28,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,6,7.0,Pvt Ltd,4,28,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,3,8.0,Pvt Ltd,1,222,0.0
0.698,Male,No relevent experience,No Enrollment,Graduate,STEM,4,4.0,Public Sector,1,25,0.0
0.924,Not provided,No relevent experience,Full time course,Graduate,STEM,3,3.0,Pvt Ltd,1,78,0.0
0.6659999999999999,Male,No relevent experience,No Enrollment,Graduate,STEM,11,3.0,Pvt Ltd,2,53,0.0
0.4479999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,15,8.0,Pvt Ltd,4,56,1.0
0.5579999999999999,Male,No relevent experience,Full time course,Masters,STEM,3,3.0,NGO,2,57,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,10,6.0,Pvt Ltd,4,50,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,14,4.0,Pvt Ltd,1,172,0.0
0.804,Male,No relevent experience,No Enrollment,Graduate,STEM,19,5.0,Funded Startup,5,126,0.0
0.479,Male,No relevent experience,No Enrollment,Phd,STEM,5,4.0,Public Sector,5,50,1.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,12,3.0,Pvt Ltd,1,190,0.0
0.903,Male,No relevent experience,No Enrollment,Masters,Humanities,20,6.0,Pvt Ltd,5,6,0.0
0.92,Male,Has relevent experience,No Enrollment,Graduate,STEM,20,4.0,Pvt Ltd,5,152,0.0
0.7959999999999999,Not provided,Has relevent experience,No Enrollment,Masters,STEM,6,6.0,Pvt Ltd,1,35,0.0
0.92,Male,Has relevent experience,No Enrollment,Masters,STEM,16,5.0,Funded Startup,1,67,0.0
0.91,Male,No relevent experience,No Enrollment,Graduate,Humanities,2,5.0,Pvt Ltd,1,146,0.0
0.55,Not provided,Has relevent experience,Part time course,Graduate,STEM,0,4.0,Public Sector,1,20,1.0
0.92,Not provided,No relevent experience,Full time course,High School,STEM,1,4.0,Funded Startup,0,67,0.0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,1.0,Early Stage Startup,2,54,1.0
