Time,TimeQuarter,Industry,Demand
2016.75,2016 Q4,Other Administrative & Support Services,1275.0
2016.75,2016 Q4,Public Administration & Education,5437.5
2016.75,2016 Q4,Health & Social Services,3579.16666666667
2016.75,2016 Q4,"Arts, Entertainment & Recreation",1025.0
2016.75,2016 Q4,"Other Community, Social & Personal Services",1287.5
2016.75,2016 Q4,Others,366.666666666667
2017.0,2017 Q1,"Food, Beverages & Tobacco",354.166666666667
2017.0,2017 Q1,Paper/Rubber/Plastic Products & Printing,295.833333333333
2017.0,2017 Q1,"Petroleum, Chemical & Pharmaceutical Products",400.0
2017.0,2017 Q1,"Fabricated Metal Products, Machinery & Equipment",600.0
2017.0,2017 Q1,"Electronic, Computer & Optical Products",2350.0
2017.0,2017 Q1,Transport Equipment,541.666666666667
2017.0,2017 Q1,Other Manufacturing Industries,470.833333333333
2017.0,2017 Q1,Construction,1379.16666666667
2017.0,2017 Q1,Wholesale Trade,2300.0
2017.0,2017 Q1,Retail Trade,3495.83333333333
2017.0,2017 Q1,Land Transport & Supporting Services,229.166666666667
2017.0,2017 Q1,Water Transport & Supporting Services,183.333333333333
2017.0,2017 Q1,Air Transport & Supporting Services,541.666666666667
2017.0,2017 Q1,Other Transportation & Storage Services,1083.33333333333
2017.0,2017 Q1,Accommodation,1608.33333333333
2017.0,2017 Q1,Food & Beverage Services,3083.33333333333
2017.0,2017 Q1,"Telecommunications, Broadcasting & Publishing",791.666666666667
2017.0,2017 Q1,IT & Other Information Services,1912.5
2017.0,2017 Q1,Financial Services,2937.5
2017.0,2017 Q1,Insurance Services,400.0
2017.0,2017 Q1,Real Estate Services,1241.66666666667
2017.0,2017 Q1,"Legal, Accounting & Management Services",1750.0
2017.0,2017 Q1,Architectural & Engineering Services,491.666666666667
2017.0,2017 Q1,Other Professional Services,379.166666666667
2017.0,2017 Q1,Security & Investigation,2212.5
2017.0,2017 Q1,Cleaning & Landscaping,1370.83333333333
2017.0,2017 Q1,Other Administrative & Support Services,1170.83333333333
2017.0,2017 Q1,Public Administration & Education,4712.5
2017.0,2017 Q1,Health & Social Services,2904.16666666667
2017.0,2017 Q1,"Arts, Entertainment & Recreation",441.666666666667
2017.0,2017 Q1,"Other Community, Social & Personal Services",1395.83333333333
2017.0,2017 Q1,Others,412.5
2017.25,2017 Q2,"Food, Beverages & Tobacco",479.166666666667
2017.25,2017 Q2,Paper/Rubber/Plastic Products & Printing,279.166666666667
2017.25,2017 Q2,"Petroleum, Chemical & Pharmaceutical Products",375.0
2017.25,2017 Q2,"Fabricated Metal Products, Machinery & Equipment",1054.16666666667
2017.25,2017 Q2,"Electronic, Computer & Optical Products",2875.0
2017.25,2017 Q2,Transport Equipment,841.666666666667
2017.25,2017 Q2,Other Manufacturing Industries,475.0
2017.25,2017 Q2,Construction,1233.33333333333
2017.25,2017 Q2,Wholesale Trade,2833.33333333333
2017.25,2017 Q2,Retail Trade,2795.83333333333
2017.25,2017 Q2,Land Transport & Supporting Services,341.666666666667
2017.25,2017 Q2,Water Transport & Supporting Services,587.5
2017.25,2017 Q2,Air Transport & Supporting Services,720.833333333333
2017.25,2017 Q2,Other Transportation & Storage Services,1391.66666666667
2017.25,2017 Q2,Accommodation,1375.0
2017.25,2017 Q2,Food & Beverage Services,2712.5
2017.25,2017 Q2,"Telecommunications, Broadcasting & Publishing",933.333333333333
2017.25,2017 Q2,IT & Other Information Services,1795.83333333333
2017.25,2017 Q2,Financial Services,3275.0
2017.25,2017 Q2,Insurance Services,500.0
2017.25,2017 Q2,Real Estate Services,979.166666666667
2017.25,2017 Q2,"Legal, Accounting & Management Services",1900.0
2017.25,2017 Q2,Architectural & Engineering Services,470.833333333333
2017.25,2017 Q2,Other Professional Services,270.833333333333
2017.25,2017 Q2,Security & Investigation,2000.0
2017.25,2017 Q2,Cleaning & Landscaping,1258.33333333333
2017.25,2017 Q2,Other Administrative & Support Services,800.0
2017.25,2017 Q2,Public Administration & Education,4200.0
2017.25,2017 Q2,Health & Social Services,2550.0
2017.25,2017 Q2,"Arts, Entertainment & Recreation",566.666666666667
2017.25,2017 Q2,"Other Community, Social & Personal Services",1629.16666666667
2017.25,2017 Q2,Others,400.0
2017.5,2017 Q3,"Food, Beverages & Tobacco",625.0
2017.5,2017 Q3,Paper/Rubber/Plastic Products & Printing,383.333333333333
2017.5,2017 Q3,"Petroleum, Chemical & Pharmaceutical Products",395.833333333333
2017.5,2017 Q3,"Fabricated Metal Products, Machinery & Equipment",995.833333333333
2017.5,2017 Q3,"Electronic, Computer & Optical Products",2241.66666666667
2017.5,2017 Q3,Transport Equipment,841.666666666667
2017.5,2017 Q3,Other Manufacturing Industries,575.0
2017.5,2017 Q3,Construction,1675.0
2017.5,2017 Q3,Wholesale Trade,2812.5
2017.5,2017 Q3,Retail Trade,2950.0
2017.5,2017 Q3,Land Transport & Supporting Services,554.166666666667
2017.5,2017 Q3,Water Transport & Supporting Services,883.333333333333
2017.5,2017 Q3,Air Transport & Supporting Services,462.5
2017.5,2017 Q3,Other Transportation & Storage Services,1729.16666666667
2017.5,2017 Q3,Accommodation,1470.83333333333
2017.5,2017 Q3,Food & Beverage Services,3954.16666666667
2017.5,2017 Q3,"Telecommunications, Broadcasting & Publishing",1037.5
2017.5,2017 Q3,IT & Other Information Services,2495.83333333333
2017.5,2017 Q3,Financial Services,3716.66666666667
2017.5,2017 Q3,Insurance Services,500.0
2017.5,2017 Q3,Real Estate Services,1012.5
2017.5,2017 Q3,"Legal, Accounting & Management Services",1716.66666666667
2017.5,2017 Q3,Architectural & Engineering Services,575.0
2017.5,2017 Q3,Other Professional Services,612.5
2017.5,2017 Q3,Security & Investigation,1983.33333333333
2017.5,2017 Q3,Cleaning & Landscaping,1591.66666666667
2017.5,2017 Q3,Other Administrative & Support Services,1337.5
2017.5,2017 Q3,Public Administration & Education,5020.83333333333
2017.5,2017 Q3,Health & Social Services,2458.33333333333
2017.5,2017 Q3,"Arts, Entertainment & Recreation",545.833333333333
2017.5,2017 Q3,"Other Community, Social & Personal Services",1491.66666666667
2017.5,2017 Q3,Others,500.0
2017.75,2017 Q4,"Food, Beverages & Tobacco",533.333333333333
2017.75,2017 Q4,Paper/Rubber/Plastic Products & Printing,295.833333333333
2017.75,2017 Q4,"Petroleum, Chemical & Pharmaceutical Products",491.666666666667
2017.75,2017 Q4,"Fabricated Metal Products, Machinery & Equipment",1170.83333333333
2017.75,2017 Q4,"Electronic, Computer & Optical Products",3145.83333333333
2017.75,2017 Q4,Transport Equipment,841.666666666667
2017.75,2017 Q4,Other Manufacturing Industries,575.0
2017.75,2017 Q4,Construction,1845.83333333333
2017.75,2017 Q4,Wholesale Trade,3291.66666666667
2017.75,2017 Q4,Retail Trade,2279.16666666667
2017.75,2017 Q4,Land Transport & Supporting Services,800.0
2017.75,2017 Q4,Water Transport & Supporting Services,270.833333333333
2017.75,2017 Q4,Air Transport & Supporting Services,575.0
2017.75,2017 Q4,Other Transportation & Storage Services,1704.16666666667
2017.75,2017 Q4,Accommodation,1800.0
2017.75,2017 Q4,Food & Beverage Services,4083.33333333333
2017.75,2017 Q4,"Telecommunications, Broadcasting & Publishing",695.833333333333
2017.75,2017 Q4,IT & Other Information Services,2304.16666666667
2017.75,2017 Q4,Financial Services,4283.33333333333
2017.75,2017 Q4,Insurance Services,512.5
2017.75,2017 Q4,Real Estate Services,1083.33333333333
2017.75,2017 Q4,"Legal, Accounting & Management Services",1641.66666666667
2017.75,2017 Q4,Architectural & Engineering Services,650.0
2017.75,2017 Q4,Other Professional Services,712.5
2017.75,2017 Q4,Security & Investigation,2316.66666666667
2017.75,2017 Q4,Cleaning & Landscaping,1808.33333333333
2017.75,2017 Q4,Other Administrative & Support Services,887.5
2017.75,2017 Q4,Public Administration & Education,5237.5
2017.75,2017 Q4,Health & Social Services,2712.5
2017.75,2017 Q4,"Arts, Entertainment & Recreation",1300.0
2017.75,2017 Q4,"Other Community, Social & Personal Services",1675.0
2017.75,2017 Q4,Others,375.0
2018.0,2018 Q1,"Food, Beverages & Tobacco",595.833333333333
2018.0,2018 Q1,Paper/Rubber/Plastic Products & Printing,291.666666666667
2018.0,2018 Q1,"Petroleum, Chemical & Pharmaceutical Products",391.666666666667
2018.0,2018 Q1,"Fabricated Metal Products, Machinery & Equipment",1370.83333333333
2018.0,2018 Q1,"Electronic, Computer & Optical Products",1891.66666666667
2018.0,2018 Q1,Transport Equipment,854.166666666667
2018.0,2018 Q1,Other Manufacturing Industries,500.0
2018.0,2018 Q1,Construction,1425.0
2018.0,2018 Q1,Wholesale Trade,3275.0
2018.0,2018 Q1,Retail Trade,2345.83333333333
2018.0,2018 Q1,Land Transport & Supporting Services,770.833333333333
2018.0,2018 Q1,Water Transport & Supporting Services,62.5
2018.0,2018 Q1,Air Transport & Supporting Services,775.0
2018.0,2018 Q1,Other Transportation & Storage Services,1295.83333333333
2018.0,2018 Q1,Accommodation,1454.16666666667
2018.0,2018 Q1,Food & Beverage Services,3762.5
2018.0,2018 Q1,"Telecommunications, Broadcasting & Publishing",470.833333333333
2018.0,2018 Q1,IT & Other Information Services,2675.0
2018.0,2018 Q1,Financial Services,3533.33333333333
2018.0,2018 Q1,Insurance Services,620.833333333333
2018.0,2018 Q1,Real Estate Services,1041.66666666667
2018.0,2018 Q1,"Legal, Accounting & Management Services",1179.16666666667
2018.0,2018 Q1,Architectural & Engineering Services,820.833333333333
2018.0,2018 Q1,Other Professional Services,558.333333333333
2018.0,2018 Q1,Security & Investigation,1545.83333333333
2018.0,2018 Q1,Cleaning & Landscaping,1362.5
2018.0,2018 Q1,Other Administrative & Support Services,1325.0
2018.0,2018 Q1,Public Administration & Education,4825.0
2018.0,2018 Q1,Health & Social Services,2575.0
2018.0,2018 Q1,"Arts, Entertainment & Recreation",570.833333333333
2018.0,2018 Q1,"Other Community, Social & Personal Services",937.5
2018.0,2018 Q1,Others,283.333333333333
2018.25,2018 Q2,"Food, Beverages & Tobacco",608.333333333333
2018.25,2018 Q2,Paper/Rubber/Plastic Products & Printing,279.166666666667
2018.25,2018 Q2,"Petroleum, Chemical & Pharmaceutical Products",716.666666666667
2018.25,2018 Q2,"Fabricated Metal Products, Machinery & Equipment",1491.66666666667
2018.25,2018 Q2,"Electronic, Computer & Optical Products",2600.0
2018.25,2018 Q2,Transport Equipment,1700.0
2018.25,2018 Q2,Other Manufacturing Industries,691.666666666667
2018.25,2018 Q2,Construction,1370.83333333333
2018.25,2018 Q2,Wholesale Trade,3512.5
2018.25,2018 Q2,Retail Trade,2608.33333333333
2018.25,2018 Q2,Land Transport & Supporting Services,1012.5
2018.25,2018 Q2,Water Transport & Supporting Services,491.666666666667
2018.25,2018 Q2,Air Transport & Supporting Services,750.0
2018.25,2018 Q2,Other Transportation & Storage Services,1725.0
2018.25,2018 Q2,Accommodation,1591.66666666667
2018.25,2018 Q2,Food & Beverage Services,3075.0
2018.25,2018 Q2,"Telecommunications, Broadcasting & Publishing",720.833333333333
2018.25,2018 Q2,IT & Other Information Services,3295.83333333333
2018.25,2018 Q2,Financial Services,3841.66666666667
2018.25,2018 Q2,Insurance Services,629.166666666667
2018.25,2018 Q2,Real Estate Services,875.0
2018.25,2018 Q2,"Legal, Accounting & Management Services",1595.83333333333
2018.25,2018 Q2,Architectural & Engineering Services,1137.5
2018.25,2018 Q2,Other Professional Services,687.5
2018.25,2018 Q2,Security & Investigation,1279.16666666667
2018.25,2018 Q2,Cleaning & Landscaping,1812.5
2018.25,2018 Q2,Other Administrative & Support Services,979.166666666667
2018.25,2018 Q2,Public Administration & Education,4816.66666666667
2018.25,2018 Q2,Health & Social Services,2975.0
2018.25,2018 Q2,"Arts, Entertainment & Recreation",787.5
2018.25,2018 Q2,"Other Community, Social & Personal Services",1420.83333333333
2018.25,2018 Q2,Others,295.833333333333
2018.5,2018 Q3,"Food, Beverages & Tobacco",600.0
2018.5,2018 Q3,Paper/Rubber/Plastic Products & Printing,295.833333333333
2018.5,2018 Q3,"Petroleum, Chemical & Pharmaceutical Products",808.333333333333
2018.5,2018 Q3,"Fabricated Metal Products, Machinery & Equipment",1975.0
2018.5,2018 Q3,"Electronic, Computer & Optical Products",2445.83333333333
2018.5,2018 Q3,Transport Equipment,1450.0
2018.5,2018 Q3,Other Manufacturing Industries,804.166666666667
2018.5,2018 Q3,Construction,1795.83333333333
2018.5,2018 Q3,Wholesale Trade,3987.5
2018.5,2018 Q3,Retail Trade,2912.5
2018.5,2018 Q3,Land Transport & Supporting Services,975.0
2018.5,2018 Q3,Water Transport & Supporting Services,283.333333333333
2018.5,2018 Q3,Air Transport & Supporting Services,1245.83333333333
2018.5,2018 Q3,Other Transportation & Storage Services,1504.16666666667
2018.5,2018 Q3,Accommodation,2708.33333333333
2018.5,2018 Q3,Food & Beverage Services,3400.0
2018.5,2018 Q3,"Telecommunications, Broadcasting & Publishing",820.833333333333
2018.5,2018 Q3,IT & Other Information Services,3020.83333333333
2018.5,2018 Q3,Financial Services,4241.66666666667
2018.5,2018 Q3,Insurance Services,837.5
2018.5,2018 Q3,Real Estate Services,1041.66666666667
2018.5,2018 Q3,"Legal, Accounting & Management Services",2100.0
2018.5,2018 Q3,Architectural & Engineering Services,1012.5
2018.5,2018 Q3,Other Professional Services,908.333333333333
2018.5,2018 Q3,Security & Investigation,1445.83333333333
2018.5,2018 Q3,Cleaning & Landscaping,1800.0
2018.5,2018 Q3,Other Administrative & Support Services,1170.83333333333
2018.5,2018 Q3,Public Administration & Education,6216.66666666667
2018.5,2018 Q3,Health & Social Services,3237.5
2018.5,2018 Q3,"Arts, Entertainment & Recreation",1133.33333333333
2018.5,2018 Q3,"Other Community, Social & Personal Services",1179.16666666667
2018.5,2018 Q3,Others,516.666666666667
2018.75,2018 Q4,"Food, Beverages & Tobacco",1000.0
2018.75,2018 Q4,Paper/Rubber/Plastic Products & Printing,416.666666666667
2018.75,2018 Q4,"Petroleum, Chemical & Pharmaceutical Products",733.333333333333
2018.75,2018 Q4,"Fabricated Metal Products, Machinery & Equipment",1841.66666666667
2018.75,2018 Q4,"Electronic, Computer & Optical Products",2158.33333333333
2018.75,2018 Q4,Transport Equipment,1950.0
2018.75,2018 Q4,Other Manufacturing Industries,1237.5
2018.75,2018 Q4,Construction,4495.83333333333
2018.75,2018 Q4,Wholesale Trade,3916.66666666667
2018.75,2018 Q4,Retail Trade,3020.83333333333
2018.75,2018 Q4,Land Transport & Supporting Services,708.333333333333
2018.75,2018 Q4,Water Transport & Supporting Services,408.333333333333
2018.75,2018 Q4,Air Transport & Supporting Services,891.666666666667
2018.75,2018 Q4,Other Transportation & Storage Services,1833.33333333333
2018.75,2018 Q4,Accommodation,1641.66666666667
2018.75,2018 Q4,Food & Beverage Services,4329.16666666667
2018.75,2018 Q4,"Telecommunications, Broadcasting & Publishing",991.666666666667
2018.75,2018 Q4,IT & Other Information Services,3391.66666666667
2018.75,2018 Q4,Financial Services,5566.66666666667
2018.75,2018 Q4,Insurance Services,708.333333333333
2018.75,2018 Q4,Real Estate Services,1175.0
2018.75,2018 Q4,"Legal, Accounting & Management Services",2566.66666666667
2018.75,2018 Q4,Architectural & Engineering Services,1004.16666666667
2018.75,2018 Q4,Other Professional Services,925.0
2018.75,2018 Q4,Security & Investigation,2083.33333333333
2018.75,2018 Q4,Cleaning & Landscaping,2612.5
2018.75,2018 Q4,Other Administrative & Support Services,1325.0
2018.75,2018 Q4,Public Administration & Education,5254.16666666667
2018.75,2018 Q4,Health & Social Services,3604.16666666667
2018.75,2018 Q4,"Arts, Entertainment & Recreation",1191.66666666667
2018.75,2018 Q4,"Other Community, Social & Personal Services",708.333333333333
2018.75,2018 Q4,Others,358.333333333333
2019.0,2019 Q1,"Food, Beverages & Tobacco",575.0
2019.0,2019 Q1,Paper/Rubber/Plastic Products & Printing,420.833333333333
2019.0,2019 Q1,"Petroleum, Chemical & Pharmaceutical Products",600.0
2019.0,2019 Q1,"Fabricated Metal Products, Machinery & Equipment",1304.16666666667
2019.0,2019 Q1,"Electronic, Computer & Optical Products",2150.0
2019.0,2019 Q1,Transport Equipment,1575.0
2019.0,2019 Q1,Other Manufacturing Industries,800.0
2019.0,2019 Q1,Construction,4666.66666666667
2019.0,2019 Q1,Wholesale Trade,3562.5
2019.0,2019 Q1,Retail Trade,2404.16666666667
2019.0,2019 Q1,Land Transport & Supporting Services,587.5
2019.0,2019 Q1,Water Transport & Supporting Services,412.5
2019.0,2019 Q1,Air Transport & Supporting Services,1137.5
2019.0,2019 Q1,Other Transportation & Storage Services,1625.0
2019.0,2019 Q1,Accommodation,2045.83333333333
2019.0,2019 Q1,Food & Beverage Services,4479.16666666667
2019.0,2019 Q1,"Telecommunications, Broadcasting & Publishing",575.0
2019.0,2019 Q1,IT & Other Information Services,3687.5
2019.0,2019 Q1,Financial Services,4116.66666666667
2019.0,2019 Q1,Insurance Services,616.666666666667
2019.0,2019 Q1,Real Estate Services,1391.66666666667
2019.0,2019 Q1,"Legal, Accounting & Management Services",2220.83333333333
2019.0,2019 Q1,Architectural & Engineering Services,1245.83333333333
2019.0,2019 Q1,Other Professional Services,479.166666666667
2019.0,2019 Q1,Security & Investigation,2416.66666666667
2019.0,2019 Q1,Cleaning & Landscaping,1375.0
2019.0,2019 Q1,Other Administrative & Support Services,1645.83333333333
2019.0,2019 Q1,Public Administration & Education,4529.16666666667
2019.0,2019 Q1,Health & Social Services,3254.16666666667
2019.0,2019 Q1,"Arts, Entertainment & Recreation",1212.5
2019.0,2019 Q1,"Other Community, Social & Personal Services",1037.5
2019.0,2019 Q1,Others,412.5
2019.25,2019 Q2,"Food, Beverages & Tobacco",695.833333333333
2019.25,2019 Q2,Paper/Rubber/Plastic Products & Printing,291.666666666667
2019.25,2019 Q2,"Petroleum, Chemical & Pharmaceutical Products",733.333333333333
2019.25,2019 Q2,"Fabricated Metal Products, Machinery & Equipment",1179.16666666667
2019.25,2019 Q2,"Electronic, Computer & Optical Products",1937.5
2019.25,2019 Q2,Transport Equipment,1462.5
2019.25,2019 Q2,Other Manufacturing Industries,908.333333333333
2019.25,2019 Q2,Construction,3470.83333333333
2019.25,2019 Q2,Wholesale Trade,3454.16666666667
2019.25,2019 Q2,Retail Trade,2195.83333333333
2019.25,2019 Q2,Land Transport & Supporting Services,579.166666666667
2019.25,2019 Q2,Water Transport & Supporting Services,520.833333333333
2019.25,2019 Q2,Air Transport & Supporting Services,1012.5
2019.25,2019 Q2,Other Transportation & Storage Services,1512.5
2019.25,2019 Q2,Accommodation,1912.5
2019.25,2019 Q2,Food & Beverage Services,3625.0
2019.25,2019 Q2,"Telecommunications, Broadcasting & Publishing",695.833333333333
2019.25,2019 Q2,IT & Other Information Services,2950.0
2019.25,2019 Q2,Financial Services,4800.0
2019.25,2019 Q2,Insurance Services,591.666666666667
2019.25,2019 Q2,Real Estate Services,1333.33333333333
2019.25,2019 Q2,"Legal, Accounting & Management Services",2575.0
2019.25,2019 Q2,Architectural & Engineering Services,795.833333333333
2019.25,2019 Q2,Other Professional Services,691.666666666667
2019.25,2019 Q2,Security & Investigation,1512.5
2019.25,2019 Q2,Cleaning & Landscaping,1095.83333333333
2019.25,2019 Q2,Other Administrative & Support Services,1308.33333333333
2019.25,2019 Q2,Public Administration & Education,5587.5
2019.25,2019 Q2,Health & Social Services,3637.5
2019.25,2019 Q2,"Arts, Entertainment & Recreation",770.833333333333
2019.25,2019 Q2,"Other Community, Social & Personal Services",708.333333333333
2019.25,2019 Q2,Others,412.5
2019.5,2019 Q3,"Food, Beverages & Tobacco",591.666666666667
2019.5,2019 Q3,Paper/Rubber/Plastic Products & Printing,187.5
2019.5,2019 Q3,"Petroleum, Chemical & Pharmaceutical Products",600.0
2019.5,2019 Q3,"Fabricated Metal Products, Machinery & Equipment",1654.16666666667
2019.5,2019 Q3,"Electronic, Computer & Optical Products",1791.66666666667
2019.5,2019 Q3,Transport Equipment,1466.66666666667
2019.5,2019 Q3,Other Manufacturing Industries,658.333333333333
2019.5,2019 Q3,Construction,2191.66666666667
2019.5,2019 Q3,Wholesale Trade,3200.0
2019.5,2019 Q3,Retail Trade,2220.83333333333
2019.5,2019 Q3,Land Transport & Supporting Services,458.333333333333
2019.5,2019 Q3,Water Transport & Supporting Services,629.166666666667
2019.5,2019 Q3,Air Transport & Supporting Services,1254.16666666667
2019.5,2019 Q3,Other Transportation & Storage Services,1166.66666666667
2019.5,2019 Q3,Accommodation,2479.16666666667
2019.5,2019 Q3,Food & Beverage Services,4187.5
2019.5,2019 Q3,"Telecommunications, Broadcasting & Publishing",666.666666666667
2019.5,2019 Q3,IT & Other Information Services,3558.33333333333
2019.5,2019 Q3,Financial Services,5195.83333333333
2019.5,2019 Q3,Insurance Services,850.0
2019.5,2019 Q3,Real Estate Services,1233.33333333333
2019.5,2019 Q3,"Legal, Accounting & Management Services",2533.33333333333
2019.5,2019 Q3,Architectural & Engineering Services,1108.33333333333
2019.5,2019 Q3,Other Professional Services,354.166666666667
2019.5,2019 Q3,Security & Investigation,1241.66666666667
2019.5,2019 Q3,Cleaning & Landscaping,975.0
2019.5,2019 Q3,Other Administrative & Support Services,1216.66666666667
2019.5,2019 Q3,Public Administration & Education,4783.33333333333
2019.5,2019 Q3,Health & Social Services,3579.16666666667
2019.5,2019 Q3,"Arts, Entertainment & Recreation",808.333333333333
2019.5,2019 Q3,"Other Community, Social & Personal Services",904.166666666667
2019.5,2019 Q3,Others,395.833333333333
2019.75,2019 Q4,"Food, Beverages & Tobacco",704.166666666667
2019.75,2019 Q4,Paper/Rubber/Plastic Products & Printing,204.166666666667
2019.75,2019 Q4,"Petroleum, Chemical & Pharmaceutical Products",608.333333333333
2019.75,2019 Q4,"Fabricated Metal Products, Machinery & Equipment",1433.33333333333
2019.75,2019 Q4,"Electronic, Computer & Optical Products",1658.33333333333
2019.75,2019 Q4,Transport Equipment,870.833333333333
2019.75,2019 Q4,Other Manufacturing Industries,712.5
2019.75,2019 Q4,Construction,2270.83333333333
2019.75,2019 Q4,Wholesale Trade,2991.66666666667
2019.75,2019 Q4,Retail Trade,2079.16666666667
2019.75,2019 Q4,Land Transport & Supporting Services,729.166666666667
2019.75,2019 Q4,Water Transport & Supporting Services,512.5
2019.75,2019 Q4,Air Transport & Supporting Services,679.166666666667
2019.75,2019 Q4,Other Transportation & Storage Services,858.333333333333
2019.75,2019 Q4,Accommodation,1808.33333333333
2019.75,2019 Q4,Food & Beverage Services,3291.66666666667
2019.75,2019 Q4,"Telecommunications, Broadcasting & Publishing",675.0
2019.75,2019 Q4,IT & Other Information Services,4033.33333333333
2019.75,2019 Q4,Financial Services,4970.83333333333
2019.75,2019 Q4,Insurance Services,608.333333333333
2019.75,2019 Q4,Real Estate Services,1145.83333333333
2019.75,2019 Q4,"Legal, Accounting & Management Services",2641.66666666667
2019.75,2019 Q4,Architectural & Engineering Services,1145.83333333333
2019.75,2019 Q4,Other Professional Services,504.166666666667
2019.75,2019 Q4,Security & Investigation,1504.16666666667
2019.75,2019 Q4,Cleaning & Landscaping,1108.33333333333
2019.75,2019 Q4,Other Administrative & Support Services,1291.66666666667
2019.75,2019 Q4,Public Administration & Education,5887.5
2019.75,2019 Q4,Health & Social Services,3691.66666666667
2019.75,2019 Q4,"Arts, Entertainment & Recreation",650.0
2019.75,2019 Q4,"Other Community, Social & Personal Services",1087.5
2019.75,2019 Q4,Others,287.5
2020.0,2020 Q1,"Food, Beverages & Tobacco",737.5
2020.0,2020 Q1,Paper/Rubber/Plastic Products & Printing,300.0
2020.0,2020 Q1,"Petroleum, Chemical & Pharmaceutical Products",733.333333333333
2020.0,2020 Q1,"Fabricated Metal Products, Machinery & Equipment",1020.83333333333
2020.0,2020 Q1,"Electronic, Computer & Optical Products",1412.5
2020.0,2020 Q1,Transport Equipment,1500.0
2020.0,2020 Q1,Other Manufacturing Industries,500.0
2020.0,2020 Q1,Construction,1154.16666666667
2020.0,2020 Q1,Wholesale Trade,3412.5
2020.0,2020 Q1,Retail Trade,1866.66666666667
2020.0,2020 Q1,Land Transport & Supporting Services,408.333333333333
2020.0,2020 Q1,Water Transport & Supporting Services,641.666666666667
2020.0,2020 Q1,Air Transport & Supporting Services,712.5
2020.0,2020 Q1,Other Transportation & Storage Services,329.166666666667
2020.0,2020 Q1,Accommodation,1250.0
2020.0,2020 Q1,Food & Beverage Services,5050.0
2020.0,2020 Q1,"Telecommunications, Broadcasting & Publishing",587.5
2020.0,2020 Q1,IT & Other Information Services,4083.33333333333
2020.0,2020 Q1,Financial Services,3937.5
2020.0,2020 Q1,Insurance Services,729.166666666667
2020.0,2020 Q1,Real Estate Services,1212.5
2020.0,2020 Q1,"Legal, Accounting & Management Services",2129.16666666667
2020.0,2020 Q1,Architectural & Engineering Services,820.833333333333
2020.0,2020 Q1,Other Professional Services,516.666666666667
2020.0,2020 Q1,Security & Investigation,1341.66666666667
2020.0,2020 Q1,Cleaning & Landscaping,1320.83333333333
2020.0,2020 Q1,Other Administrative & Support Services,1537.5
2020.0,2020 Q1,Public Administration & Education,5354.16666666667
2020.0,2020 Q1,Health & Social Services,3891.66666666667
2020.0,2020 Q1,"Arts, Entertainment & Recreation",291.666666666667
2020.0,2020 Q1,"Other Community, Social & Personal Services",1520.83333333333
2020.0,2020 Q1,Others,404.166666666667
2020.25,2020 Q2,"Food, Beverages & Tobacco",487.5
2020.25,2020 Q2,Paper/Rubber/Plastic Products & Printing,187.5
2020.25,2020 Q2,"Petroleum, Chemical & Pharmaceutical Products",612.5
2020.25,2020 Q2,"Fabricated Metal Products, Machinery & Equipment",862.5
2020.25,2020 Q2,"Electronic, Computer & Optical Products",2158.33333333333
2020.25,2020 Q2,Transport Equipment,866.666666666667
2020.25,2020 Q2,Other Manufacturing Industries,950.0
2020.25,2020 Q2,Construction,1304.16666666667
2020.25,2020 Q2,Wholesale Trade,3650.0
2020.25,2020 Q2,Retail Trade,1950.0
2020.25,2020 Q2,Land Transport & Supporting Services,283.333333333333
2020.25,2020 Q2,Water Transport & Supporting Services,358.333333333333
2020.25,2020 Q2,Air Transport & Supporting Services,358.333333333333
2020.25,2020 Q2,Other Transportation & Storage Services,191.666666666667
2020.25,2020 Q2,Accommodation,737.5
2020.25,2020 Q2,Food & Beverage Services,2500.0
2020.25,2020 Q2,"Telecommunications, Broadcasting & Publishing",570.833333333333
2020.25,2020 Q2,IT & Other Information Services,4191.66666666667
2020.25,2020 Q2,Financial Services,3820.83333333333
2020.25,2020 Q2,Insurance Services,825.0
2020.25,2020 Q2,Real Estate Services,1104.16666666667
2020.25,2020 Q2,"Legal, Accounting & Management Services",1658.33333333333
2020.25,2020 Q2,Architectural & Engineering Services,825.0
2020.25,2020 Q2,Other Professional Services,295.833333333333
2020.25,2020 Q2,Security & Investigation,1020.83333333333
2020.25,2020 Q2,Cleaning & Landscaping,741.666666666667
2020.25,2020 Q2,Other Administrative & Support Services,1337.5
2020.25,2020 Q2,Public Administration & Education,5054.16666666667
2020.25,2020 Q2,Health & Social Services,4016.66666666667
2020.25,2020 Q2,"Arts, Entertainment & Recreation",383.333333333333
2020.25,2020 Q2,"Other Community, Social & Personal Services",358.333333333333
2020.25,2020 Q2,Others,400.0
2020.5,2020 Q3,"Food, Beverages & Tobacco",487.5
2020.5,2020 Q3,Paper/Rubber/Plastic Products & Printing,179.166666666667
2020.5,2020 Q3,"Petroleum, Chemical & Pharmaceutical Products",504.166666666667
2020.5,2020 Q3,"Fabricated Metal Products, Machinery & Equipment",545.833333333333
2020.5,2020 Q3,"Electronic, Computer & Optical Products",1650.0
2020.5,2020 Q3,Transport Equipment,112.5
2020.5,2020 Q3,Other Manufacturing Industries,808.333333333333
2020.5,2020 Q3,Construction,791.666666666667
2020.5,2020 Q3,Wholesale Trade,3883.33333333333
